gid,name,lat,lon,f_class,f_code,country,state,county
4743575,Zapata,26.907259999999997,-99.27143000000001,P,PPLA2,US,TX,505
4743577,Zapata County,27.00078,-99.16861,A,ADM2,US,TX,505
4743595,Zavala County,28.86621,-99.7606,A,ADM2,US,TX,507
4743815,Abingdon,36.70983,-81.97735,P,PPLA2,US,VA,191
4743865,Accomack County,37.76494,-75.75656,A,ADM2,US,VA,001
4743873,Accomac,37.719570000000004,-75.66548,P,PPLA2,US,VA,001
4744031,Albemarle County,38.022890000000004,-78.55654,A,ADM2,US,VA,003
4744091,Alexandria,38.804840000000006,-77.04692,P,PPLA2,US,VA,510
4744106,City of Alexandria,38.804840000000006,-77.04692,A,ADM2,US,VA,510
4744139,Alleghany County,37.7876,-80.00699,A,ADM2,US,VA,005
4744308,Amelia County,37.33603,-77.97614,A,ADM2,US,VA,007
4744309,Amelia Court House,37.342929999999996,-77.98056,P,PPLA2,US,VA,007
4744326,Amherst,37.58514,-79.05141,P,PPLA2,US,VA,009
4744328,Amherst County,37.60477,-79.14511,A,ADM2,US,VA,009
4744609,Appomattox,37.35709,-78.82529,P,PPLA2,US,VA,011
4744616,Appomattox County,37.37229,-78.81212,A,ADM2,US,VA,011
4744709,Arlington,38.881009999999996,-77.10428,P,PPLA2,US,VA,013
4744725,Arlington County,38.87862,-77.10096,A,ADM2,US,VA,013
4745015,Augusta County,38.16452,-79.13383,A,ADM2,US,VA,015
4745776,Bath County,38.058690000000006,-79.74109,A,ADM2,US,VA,017
4746265,Bedford,37.334309999999995,-79.52309,P,PPLA2,US,VA,019
4746270,Bedford County,37.31494,-79.52422,A,ADM2,US,VA,019
4746795,Berryville,39.15177,-77.98222,P,PPLA2,US,VA,043
4747930,Bland,37.102059999999994,-81.1162,P,PPLA2,US,VA,021
4747931,Bland County,37.13397,-81.13028,A,ADM2,US,VA,021
4748452,Botetourt County,37.55712,-79.81233,A,ADM2,US,VA,023
4748550,Bowling Green,38.04958,-77.34665,P,PPLA2,US,VA,033
4748634,Boydton,36.667640000000006,-78.3875,P,PPLA2,US,VA,117
4748993,Bristol,36.59649,-82.18847,P,PPLA2,US,VA,520
4749005,City of Bristol,36.59649,-82.18847,A,ADM2,US,VA,520
4749396,Brunswick County,36.76478,-77.85902,A,ADM2,US,VA,025
4749535,Buchanan County,37.26663,-82.03603000000001,A,ADM2,US,VA,027
4749652,Buckingham,37.55015,-78.55556,P,PPLA2,US,VA,029
4749657,Buckingham County,37.57224,-78.52871,A,ADM2,US,VA,029
4749715,Buena Vista,37.7343,-79.35392,P,PPLA2,US,VA,530
4749725,City of Buena Vista,37.7343,-79.35392,A,ADM2,US,VA,530
4750738,Campbell County,37.20564,-79.09635,A,ADM2,US,VA,031
4751013,Caroline County,38.02682,-77.34696,A,ADM2,US,VA,033
4751058,Carroll County,36.73154,-80.7339,A,ADM2,US,VA,035
4752001,Charles City,37.34348,-77.07303,P,PPLA2,US,VA,036
4752002,Charles City County,37.35435,-77.05913000000001,A,ADM2,US,VA,036
4752025,Charlotte County,37.01161,-78.66164,A,ADM2,US,VA,037
4752027,Charlotte Court House,37.056540000000005,-78.63833000000001,P,PPLA2,US,VA,037
4752031,Charlottesville,38.029309999999995,-78.47668,P,PPLA2,US,VA,540
4752046,City of Charlottesville,38.029309999999995,-78.47668,A,ADM2,US,VA,540
4752060,Chatham,36.82569,-79.39808000000001,P,PPLA2,US,VA,143
4752186,Chesapeake,36.81904,-76.27494,P,PPLA2,US,VA,550
4752215,City of Chesapeake,36.68765,-76.31215999999999,A,ADM2,US,VA,550
4752250,Chesterfield,37.37709,-77.50582,P,PPLA2,US,VA,041
4752255,Chesterfield County,37.37852,-77.58694,A,ADM2,US,VA,041
4752665,Christiansburg,37.12985,-80.40894,P,PPLA2,US,VA,121
4752978,Clarke County,39.11226,-77.99673,A,ADM2,US,VA,043
4753218,Clintwood,37.15011,-82.45598000000001,P,PPLA2,US,VA,051
4753671,Colonial Heights,37.26804,-77.40726,P,PPLA2,US,VA,570
4753684,City of Colonial Heights,37.244040000000005,-77.41026,A,ADM2,US,VA,570
4754296,Courtland,36.71626,-77.06801999999999,P,PPLA2,US,VA,175
4754358,Covington,37.793459999999996,-79.99395,P,PPLA2,US,VA,580
4754373,City of Covington,37.793459999999996,-79.99395,A,ADM2,US,VA,580
4754544,Craig County,37.48125,-80.21234,A,ADM2,US,VA,045
4754966,Culpeper,38.47318,-77.99665999999999,P,PPLA2,US,VA,047
4754972,Culpeper County,38.486059999999995,-77.95589,A,ADM2,US,VA,047
4754989,Cumberland,37.495979999999996,-78.24526999999999,P,PPLA2,US,VA,049
4754992,Cumberland County,37.5121,-78.24495999999999,A,ADM2,US,VA,049
4755280,Danville,36.58597,-79.39502,P,PPLA2,US,VA,590
4755298,City of Danville,36.58597,-79.39502,A,ADM2,US,VA,590
4755865,Dickenson County,37.12574,-82.35035,A,ADM2,US,VA,051
4755972,Dinwiddie,37.07793,-77.58665,P,PPLA2,US,VA,053
4755976,Dinwiddie County,37.0759,-77.63235999999999,A,ADM2,US,VA,053
4757073,Eastville,37.35264,-75.94575999999999,P,PPLA2,US,VA,131
4757673,Emporia,36.68598,-77.54248,P,PPLA2,US,VA,595
4757688,City of Emporia,36.68598,-77.54248,A,ADM2,US,VA,595
4757844,Essex County,37.93906,-76.9409,A,ADM2,US,VA,057
4758023,Fairfax,38.84622,-77.30637,P,PPLA2,US,VA,600
4758041,Fairfax County,38.83469,-77.27622,A,ADM2,US,VA,059
4758109,City of Fairfax,38.84622,-77.30637,A,ADM2,US,VA,600
4758390,Falls Church,38.882329999999996,-77.17109,P,PPLA2,US,VA,610
4758398,City of Falls Church,38.882329999999996,-77.17109,A,ADM2,US,VA,610
4758495,Farmville,37.3021,-78.39194,P,PPLA2,US,VA,147
4758541,Fauquier County,38.73855,-77.80927,A,ADM2,US,VA,061
4758750,Fincastle,37.4993,-79.87725999999999,P,PPLA2,US,VA,023
4759446,Floyd,36.91124,-80.32005,P,PPLA2,US,VA,063
4759449,Floyd County,36.931490000000004,-80.36255,A,ADM2,US,VA,063
4759468,Fluvanna County,37.84187,-78.27745,A,ADM2,US,VA,065
4759986,Franklin,36.67765,-76.92246,P,PPLA2,US,VA,620
4759996,Franklin County,36.99194,-79.88104,A,ADM2,US,VA,067
4760031,City of Franklin,36.67765,-76.92246,A,ADM2,US,VA,620
4760052,Frederick County,39.20456,-78.26258,A,ADM2,US,VA,069
4760059,Fredericksburg,38.30318,-77.46054000000001,P,PPLA2,US,VA,630
4760084,City of Fredericksburg,38.30318,-77.46054000000001,A,ADM2,US,VA,630
4760232,Front Royal,38.91817,-78.19444,P,PPLA2,US,VA,187
4760376,Galax,36.66124,-80.92397,P,PPLA2,US,VA,640
4760382,City of Galax,36.66124,-80.92397,A,ADM2,US,VA,640
4760593,Gate City,36.637879999999996,-82.58099,P,PPLA2,US,VA,169
4760832,Giles County,37.314029999999995,-80.70374,A,ADM2,US,VA,071
4761164,Gloucester County,37.40121,-76.52297,A,ADM2,US,VA,073
4761277,Goochland,37.684309999999996,-77.88526999999999,P,PPLA2,US,VA,075
4761280,Goochland County,37.72198,-77.91636,A,ADM2,US,VA,075
4761913,Grayson County,36.65659,-81.22505,A,ADM2,US,VA,077
4762187,Greene County,38.2976,-78.46688,A,ADM2,US,VA,079
4762246,Greensville County,36.67585,-77.55958000000001,A,ADM2,US,VA,081
4762512,Grundy,37.27789,-82.09902,P,PPLA2,US,VA,027
4762755,Halifax,36.76597,-78.92834,P,PPLA2,US,VA,083
4762757,Halifax County,36.76695,-78.93661999999999,A,ADM2,US,VA,083
4762894,Hampton,37.02987,-76.34522,P,PPLA2,US,VA,650
4762929,City of Hampton,37.06265,-76.333,A,ADM2,US,VA,650
4762979,Hanover,37.766529999999996,-77.37026,P,PPLA2,US,VA,085
4762988,Hanover County,37.76015,-77.49087,A,ADM2,US,VA,085
4763231,Harrisonburg,38.44957,-78.86891999999999,P,PPLA2,US,VA,660
4763237,City of Harrisonburg,38.44957,-78.86891999999999,A,ADM2,US,VA,660
4763558,Heathsville,37.917629999999996,-76.47216999999999,P,PPLA2,US,VA,133
4763688,Henrico County,37.45771,-77.29646,A,ADM2,US,VA,087
4763710,Henry County,36.6847,-79.98151999999999,A,ADM2,US,VA,089
4764100,Highland County,38.36233,-79.56854,A,ADM2,US,VA,091
4764251,Hillsville,36.76263,-80.73479,P,PPLA2,US,VA,035
4764826,Hopewell,37.304320000000004,-77.2872,P,PPLA2,US,VA,670
4764849,City of Hopewell,37.304320000000004,-77.2872,A,ADM2,US,VA,670
4766204,Isle of Wight,36.90765,-76.70773,P,PPLA2,US,VA,093
4766205,Isle of Wight County,36.906729999999996,-76.70913,A,ADM2,US,VA,093
4766447,James City County,37.313320000000004,-76.77376,A,ADM2,US,VA,095
4767229,Jonesville,36.68898,-83.111,P,PPLA2,US,VA,105
4767771,King George,38.26818,-77.18441999999999,P,PPLA2,US,VA,099
4767772,King George County,38.273740000000004,-77.15651,A,ADM2,US,VA,099
4767789,King William,37.68736,-77.01358,P,PPLA2,US,VA,101
4767790,King William County,37.7066,-77.08839,A,ADM2,US,VA,101
4767793,King and Queen County,37.71862,-76.89527,A,ADM2,US,VA,097
4767794,King and Queen Court House,37.66986,-76.87746,P,PPLA2,US,VA,097
4768513,Lancaster,37.769859999999994,-76.46634,P,PPLA2,US,VA,103
4768515,Lancaster County,37.70171,-76.42023,A,ADM2,US,VA,103
4768900,Lawrenceville,36.75765,-77.84694,P,PPLA2,US,VA,025
4768972,Lebanon,36.900940000000006,-82.08013000000001,P,PPLA2,US,VA,167
4769028,Lee County,36.70545,-83.12853,A,ADM2,US,VA,105
4769125,Leesburg,39.11566,-77.5636,P,PPLA2,US,VA,107
4769339,Lexington,37.78402,-79.44282,P,PPLA2,US,VA,678
4769352,City of Lexington,37.77309,-79.45244,A,ADM2,US,VA,678
4770746,Loudoun County,39.09068,-77.63571999999999,A,ADM2,US,VA,107
4770766,Louisa,38.02514,-78.00416,P,PPLA2,US,VA,109
4770767,Louisa County,37.97821,-77.96298,A,ADM2,US,VA,109
4770827,Lovingston,37.759859999999996,-78.87086,P,PPLA2,US,VA,125
4770995,Lunenburg,36.96098,-78.26555,P,PPLA2,US,VA,111
4771000,Lunenburg County,36.94621,-78.24056999999999,A,ADM2,US,VA,111
4771014,Luray,38.6654,-78.45945,P,PPLA2,US,VA,139
4771075,Lynchburg,37.41375,-79.14225,P,PPLA2,US,VA,680
4771099,City of Lynchburg,37.41375,-79.14225,A,ADM2,US,VA,680
4771235,Madison,38.38041,-78.2575,P,PPLA2,US,VA,113
4771240,Madison County,38.41369,-78.27924,A,ADM2,US,VA,113
4771401,Manassas,38.75095,-77.47527,P,PPLA2,US,VA,683
4771414,Manassas Park,38.784,-77.46970999999999,P,PPLA2,US,VA,685
4771421,City of Manassas Park,38.784,-77.46970999999999,A,ADM2,US,VA,685
4771426,City of Manassas,38.75095,-77.47527,A,ADM2,US,VA,683
4771643,Marion,36.83484,-81.51484,P,PPLA2,US,VA,173
4771808,Martinsville,36.69153,-79.87254,P,PPLA2,US,VA,690
4771819,City of Martinsville,36.69153,-79.87254,A,ADM2,US,VA,690
4771977,Mathews County,37.41731,-76.27129000000001,A,ADM2,US,VA,115
4771980,Mathews,37.43708,-76.31994,P,PPLA2,US,VA,115
4772586,Mecklenburg County,36.68036,-78.36273,A,ADM2,US,VA,117
4772915,Middlesex County,37.59737,-76.57814,A,ADM2,US,VA,119
4773690,Monterey,38.41234,-79.5806,P,PPLA2,US,VA,091
4773711,Montgomery County,37.174040000000005,-80.387,A,ADM2,US,VA,121
4773752,Montross,38.09513,-76.82746,P,PPLA2,US,VA,193
4775610,Nelson County,37.787409999999994,-78.88676,A,ADM2,US,VA,125
4775705,New Castle,37.50013,-80.11088000000001,P,PPLA2,US,VA,045
4775834,New Kent County,37.505140000000004,-76.99713,A,ADM2,US,VA,127
4776024,Newport News,37.08339,-76.46965,P,PPLA2,US,VA,700
4776037,City of Newport News,37.06265,-76.50801,A,ADM2,US,VA,700
4776222,Norfolk,36.84681,-76.28522,P,PPLA2,US,VA,710
4776242,City of Norfolk,36.891259999999996,-76.26188,A,ADM2,US,VA,710
4776500,Northampton County,37.300779999999996,-75.92854,A,ADM2,US,VA,131
4776564,Northumberland County,37.88244,-76.47171,A,ADM2,US,VA,133
4776585,Norton,36.93343,-82.62905,P,PPLA2,US,VA,720
4776591,City of Norton,36.93343,-82.62905,A,ADM2,US,VA,720
4776629,Nottoway County,37.14306,-78.05126,A,ADM2,US,VA,135
4777454,Orange,38.24541,-78.11083,P,PPLA2,US,VA,137
4777457,Orange County,38.24624,-78.01349,A,ADM2,US,VA,137
4777756,Page County,38.61998,-78.48413000000001,A,ADM2,US,VA,139
4777824,Palmyra,37.86097,-78.26334,P,PPLA2,US,VA,065
4778096,Patrick County,36.678329999999995,-80.28435,A,ADM2,US,VA,141
4778312,Pearisburg,37.32673,-80.73702,P,PPLA2,US,VA,071
4778626,Petersburg,37.22793,-77.40193000000001,P,PPLA2,US,VA,730
4778642,City of Petersburg,37.22793,-77.40193000000001,A,ADM2,US,VA,730
4779336,Pittsylvania County,36.821329999999996,-79.39711,A,ADM2,US,VA,143
4779923,Poquoson,37.122370000000004,-76.34578,P,PPLA2,US,VA,735
4779934,City of Poquoson,37.122370000000004,-76.34578,A,ADM2,US,VA,735
4779999,Portsmouth,36.83543,-76.29827,P,PPLA2,US,VA,740
4780019,City of Portsmouth,36.836490000000005,-76.30795,A,ADM2,US,VA,740
4780220,Powhatan,37.54209,-77.91889,P,PPLA2,US,VA,145
4780225,Powhatan County,37.5502,-77.91519,A,ADM2,US,VA,145
4780362,Prince Edward County,37.2243,-78.44108,A,ADM2,US,VA,147
4780370,Prince George,37.22043,-77.28803,P,PPLA2,US,VA,149
4780374,Prince George County,37.18653,-77.22413,A,ADM2,US,VA,149
4780384,Prince William County,38.70167,-77.47766,A,ADM2,US,VA,153
4780577,Pulaski,37.0479,-80.77979,P,PPLA2,US,VA,155
4780581,Pulaski County,37.06361,-80.71434,A,ADM2,US,VA,155
4780837,Radford,37.13179,-80.57645,P,PPLA2,US,VA,750
4780851,City of Radford,37.13179,-80.57645,A,ADM2,US,VA,750
4781039,Rappahannock County,38.684709999999995,-78.15925,A,ADM2,US,VA,157
4781725,Richmond County,37.93705,-76.72968,A,ADM2,US,VA,159
4781756,City of Richmond,37.55376,-77.46025999999999,A,ADM2,US,VA,760
4782167,Roanoke,37.27097,-79.94143000000001,P,PPLA2,US,VA,770
4782181,Roanoke County,37.209070000000004,-80.05085,A,ADM2,US,VA,161
4782241,City of Roanoke,37.27097,-79.94143000000001,A,ADM2,US,VA,770
4782531,Rockbridge County,37.814609999999995,-79.44758,A,ADM2,US,VA,163
4782579,Rockingham County,38.51213,-78.87576,A,ADM2,US,VA,165
4782691,Rocky Mount,36.997640000000004,-79.89198,P,PPLA2,US,VA,067
4783267,Russell County,36.93376,-82.09564,A,ADM2,US,VA,167
4783303,Rustburg,37.27681,-79.10085,P,PPLA2,US,VA,031
4784112,Salem,37.29347,-80.05476,P,PPLA2,US,VA,775
4784205,City of Salem,37.29347,-80.05476,A,ADM2,US,VA,775
4784259,Saluda,37.60597,-76.59495,P,PPLA2,US,VA,119
4784660,Scott County,36.714220000000005,-82.60298,A,ADM2,US,VA,169
4785252,Shenandoah County,38.85839,-78.5706,A,ADM2,US,VA,171
4786352,Smyth County,36.84388,-81.53702,A,ADM2,US,VA,173
4786735,Southampton County,36.7204,-77.10609000000001,A,ADM2,US,VA,175
4786946,Spotsylvania,38.200959999999995,-77.58915,P,PPLA2,US,VA,177
4786949,Spotsylvania County,38.18502,-77.65597,A,ADM2,US,VA,177
4787247,Stafford,38.42207,-77.40831999999999,P,PPLA2,US,VA,179
4787248,Stafford County,38.4207,-77.45743,A,ADM2,US,VA,179
4787296,Stanardsville,38.29735,-78.44001,P,PPLA2,US,VA,079
4787440,Staunton,38.14991,-79.0732,P,PPLA2,US,VA,790
4787467,City of Staunton,38.14931,-79.05963,A,ADM2,US,VA,790
4788051,Stuart,36.64097,-80.26561,P,PPLA2,US,VA,141
4788158,Suffolk,36.728359999999995,-76.58496,P,PPLA2,US,VA,800
4788160,City of Suffolk,36.70848,-76.60801,A,ADM2,US,VA,800
4788431,Surry,37.13793,-76.83524,P,PPLA2,US,VA,181
4788433,Surry County,37.11691,-76.88831,A,ADM2,US,VA,181
4788444,Sussex,36.91515,-77.27914,P,PPLA2,US,VA,183
4788448,Sussex County,36.92175,-77.26179,A,ADM2,US,VA,183
4788822,Tappahannock,37.92541,-76.85913000000001,P,PPLA2,US,VA,057
4788966,Tazewell,37.11484,-81.51955,P,PPLA2,US,VA,185
4788970,Tazewell County,37.124970000000005,-81.56066,A,ADM2,US,VA,185
4791259,Virginia Beach,36.85293,-75.97799,P,PPLA2,US,VA,810
4791271,City of Virginia Beach,36.73765,-76.00520999999999,A,ADM2,US,VA,810
4792225,Warm Springs,38.046240000000004,-79.79061,P,PPLA2,US,VA,017
4792238,Warren County,38.90878,-78.20746,A,ADM2,US,VA,187
4792255,Warrenton,38.71345,-77.79527,P,PPLA2,US,VA,061
4792273,Warsaw,37.95874,-76.75801,P,PPLA2,US,VA,159
4792307,Washington,38.71345,-78.15944,P,PPLA2,US,VA,157
4792315,Washington County,36.72448,-81.95966,A,ADM2,US,VA,191
4792522,Waynesboro,38.06847,-78.88946999999999,P,PPLA2,US,VA,820
4792534,City of Waynesboro,38.06847,-78.88946999999999,A,ADM2,US,VA,820
4793032,Westmoreland County,38.11282,-76.79991,A,ADM2,US,VA,193
4793846,Williamsburg,37.2707,-76.70746,P,PPLA2,US,VA,830
4793872,City of Williamsburg,37.2707,-76.70746,A,ADM2,US,VA,830
4794120,Winchester,39.18566,-78.16333,P,PPLA2,US,VA,840
4794134,City of Winchester,39.18566,-78.16333,A,ADM2,US,VA,840
4794277,Wise County,36.97522,-82.62124,A,ADM2,US,VA,195
4794641,Woodstock,38.88178,-78.50584,P,PPLA2,US,VA,171
4794827,Wythe County,36.91713,-81.07859,A,ADM2,US,VA,197
4794837,Wytheville,36.94845,-81.08481,P,PPLA2,US,VA,197
4794943,York County,37.22541,-76.52046,A,ADM2,US,VA,199
4797875,Barbour County,39.13293,-80.00303000000001,A,ADM2,US,WV,001
4798308,Beckley,37.77817,-81.18816,P,PPLA2,US,WV,081
4798686,Berkeley County,39.46407,-78.02754,A,ADM2,US,WV,003
4798697,Berkeley Springs,39.6248,-78.22471999999999,P,PPLA2,US,WV,065
4799815,Boone County,38.023,-81.71121,A,ADM2,US,WV,005
4800020,Braxton County,38.699870000000004,-80.71929,A,ADM2,US,WV,007
4800587,Buckhannon,38.993990000000004,-80.23203000000001,P,PPLA2,US,WV,097
4800996,Cabell County,38.4203,-82.24172,A,ADM2,US,WV,011
4801086,Calhoun County,38.8445,-81.11757,A,ADM2,US,WV,013
4801850,Charles Town,39.288990000000005,-77.85972,P,PPLA2,US,WV,037
4802316,Clarksburg,39.28065,-80.34453,P,PPLA2,US,WV,033
4802333,Clay,38.46038,-81.08511,P,PPLA2,US,WV,015
4802346,Clay County,38.46253,-81.07509,A,ADM2,US,WV,015
4804155,Doddridge County,39.26917,-80.70697,A,ADM2,US,WV,017
4804951,Elizabeth,39.06341,-81.39511999999999,P,PPLA2,US,WV,105
4805033,Elkins,38.925940000000004,-79.84673000000001,P,PPLA2,US,WV,083
4805404,Fairmont,39.485079999999996,-80.14258000000001,P,PPLA2,US,WV,049
4805678,Fayette County,38.02878,-81.08119,A,ADM2,US,WV,019
4805686,Fayetteville,38.052890000000005,-81.10399,P,PPLA2,US,WV,019
4806504,Franklin,38.64289,-79.33115,P,PPLA2,US,WV,071
4806966,Gilmer County,38.92406,-80.85708000000001,A,ADM2,US,WV,021
4807116,Glenville,38.934259999999995,-80.8376,P,PPLA2,US,WV,021
4807310,Grafton,39.340920000000004,-80.01897,P,PPLA2,US,WV,091
4807365,Grant County,39.105129999999996,-79.19556999999999,A,ADM2,US,WV,023
4807389,Grantsville,38.92342,-81.09595,P,PPLA2,US,WV,013
4807600,Greenbrier County,37.94693,-80.45295,A,ADM2,US,WV,025
4807976,Hamlin,38.2787,-82.10292,P,PPLA2,US,WV,043
4807996,Hampshire County,39.31707,-78.61417,A,ADM2,US,WV,027
4808124,Hardy County,39.0075,-78.85792,A,ADM2,US,WV,031
4808274,Harrison County,39.28353,-80.37987,A,ADM2,US,WV,033
4808281,Harrisville,39.20952,-81.05178000000001,P,PPLA2,US,WV,085
4808945,Hinton,37.674009999999996,-80.88925,P,PPLA2,US,WV,089
4809537,Huntington,38.41925,-82.44515,P,PPLA2,US,WV,011
4810022,Jackson County,38.83447,-81.67479,A,ADM2,US,WV,035
4810162,Jefferson County,39.30762,-77.86274,A,ADM2,US,WV,037
4810630,Kanawha County,38.33657,-81.52812,A,ADM2,US,WV,039
4810884,Keyser,39.44093,-78.97391999999999,P,PPLA2,US,WV,057
4811007,Kingwood,39.471759999999996,-79.68339,P,PPLA2,US,WV,077
4811999,Lewis County,38.995870000000004,-80.50216,A,ADM2,US,WV,041
4812015,Lewisburg,37.801790000000004,-80.44563000000001,P,PPLA2,US,WV,025
4812303,Lincoln County,38.17536,-82.07039,A,ADM2,US,WV,043
4812863,Logan County,37.83153,-81.93534,A,ADM2,US,WV,045
4812867,Logan,37.84871,-81.99346,P,PPLA2,US,WV,045
4813565,Madison,38.06705,-81.81929000000001,P,PPLA2,US,WV,005
4813754,Marion County,39.51,-80.2434,A,ADM2,US,WV,049
4813774,Marlinton,38.22345,-80.09451,P,PPLA2,US,WV,075
4813820,Marshall County,39.86061,-80.66339,A,ADM2,US,WV,051
4813878,Martinsburg,39.45621,-77.96389,P,PPLA2,US,WV,003
4813934,Mason County,38.769740000000006,-82.02654,A,ADM2,US,WV,053
4814188,McDowell County,37.3785,-81.65358,A,ADM2,US,WV,047
4814465,Mercer County,37.40552,-81.11144,A,ADM2,US,WV,055
4814674,Middlebourne,39.4923,-80.90371999999999,P,PPLA2,US,WV,095
4815060,Mineral County,39.41472,-78.94375,A,ADM2,US,WV,057
4815072,Mingo County,37.7264,-82.13476,A,ADM2,US,WV,059
4815207,Monongalia County,39.63028,-80.04654000000001,A,ADM2,US,WV,061
4815213,Monroe County,37.56037,-80.55055,A,ADM2,US,WV,063
4815286,Moorefield,39.062329999999996,-78.96947,P,PPLA2,US,WV,031
4815321,Morgan County,39.56043,-78.25773000000001,A,ADM2,US,WV,065
4815352,Morgantown,39.629529999999995,-79.9559,P,PPLA2,US,WV,061
4815462,Moundsville,39.92035,-80.74314,P,PPLA2,US,WV,051
4816520,New Martinsville,39.64452,-80.8576,P,PPLA2,US,WV,103
4816620,Nicholas County,38.2917,-80.79933,A,ADM2,US,WV,067
4817641,Parkersburg,39.266740000000006,-81.56151,P,PPLA2,US,WV,107
4817695,Parsons,39.09649,-79.6809,P,PPLA2,US,WV,093
4817892,Pendleton County,38.68073,-79.35089,A,ADM2,US,WV,071
4818030,Petersburg,38.99261,-79.12392,P,PPLA2,US,WV,023
4818074,Philippi,39.15232,-80.04035999999999,P,PPLA2,US,WV,001
4818347,Pineville,37.58317,-81.53705,P,PPLA2,US,WV,109
4818649,Pleasants County,39.370940000000004,-81.16063,A,ADM2,US,WV,073
4818700,Pocahontas County,38.3318,-80.00775,A,ADM2,US,WV,075
4818750,Point Pleasant,38.84453,-82.13709,P,PPLA2,US,WV,053
4819019,Preston County,39.4693,-79.66816,A,ADM2,US,WV,077
4819079,Princeton,37.36623,-81.10259,P,PPLA2,US,WV,055
4819197,Putnam County,38.50862,-81.90899,A,ADM2,US,WV,079
4819310,Raleigh County,37.771359999999994,-81.24863,A,ADM2,US,WV,081
4819366,Randolph County,38.77472,-79.8758,A,ADM2,US,WV,083
4820037,Ripley,38.8187,-81.71069,P,PPLA2,US,WV,035
4820055,Ritchie County,39.17827,-81.06295,A,ADM2,US,WV,085
4820200,Roane County,38.71403,-81.34835,A,ADM2,US,WV,087
4820597,Romney,39.342040000000004,-78.75668,P,PPLA2,US,WV,027
4821087,Saint Marys,39.391740000000006,-81.20510999999999,P,PPLA2,US,WV,073
4822933,Spencer,38.80203,-81.35095,P,PPLA2,US,WV,087
4823985,Summers County,37.65587,-80.85857,A,ADM2,US,WV,089
4824027,Summersville,38.281220000000005,-80.8526,P,PPLA2,US,WV,067
4824118,Sutton,38.66454,-80.70982,P,PPLA2,US,WV,007
4824403,Taylor County,39.33599,-80.04618,A,ADM2,US,WV,091
4825147,Tucker County,39.1136,-79.56497,A,ADM2,US,WV,093
4825407,Tyler County,39.46528,-80.88483000000001,A,ADM2,US,WV,095
4825447,Union,37.59151,-80.54368000000001,P,PPLA2,US,WV,063
4825733,Upshur County,38.89783,-80.23342,A,ADM2,US,WV,097
4826592,Wayne,38.221470000000004,-82.44237,P,PPLA2,US,WV,099
4826596,Wayne County,38.14595,-82.42695,A,ADM2,US,WV,099
4826636,Webster County,38.49474,-80.42187,A,ADM2,US,WV,101
4826648,Webster Springs,38.47927,-80.41342,P,PPLA2,US,WV,101
4826660,Welch,37.43289,-81.58455,P,PPLA2,US,WV,047
4826808,West Union,39.29647,-80.77705,P,PPLA2,US,WV,017
4826882,Weston,39.03843,-80.46731,P,PPLA2,US,WV,041
4826911,Wetzel County,39.605259999999994,-80.6391,A,ADM2,US,WV,103
4827333,Williamson,37.67427,-82.27736,P,PPLA2,US,WV,059
4827506,Winfield,38.53314,-81.89347,P,PPLA2,US,WV,079
4827540,Wirt County,39.022420000000004,-81.37862,A,ADM2,US,WV,105
4827706,Wood County,39.21113,-81.51496999999999,A,ADM2,US,WV,107
4827881,Wyoming County,37.609609999999996,-81.54918,A,ADM2,US,WV,109
4828081,Elba,31.414609999999996,-86.06772,P,PPLA2,US,AL,031
4828382,Franklin,39.48061,-86.05499,P,PPLA2,US,IN,081
4828384,Newton,38.99088,-88.16254,P,PPLA2,US,IL,079
4828677,Linn,38.48587,-91.85045,P,PPLA2,US,MO,151
4828890,Chillicothe,39.33312,-82.9824,P,PPLA2,US,OH,141
4828923,Coalgate,34.53815,-96.21861,P,PPLA2,US,OK,029
4829092,Bedford County,35.5138,-86.45889,A,ADM2,US,TN,003
4829274,New Kent,37.51765,-76.97886,P,PPLA2,US,VA,127
4829280,Independence,36.62245,-81.15309,P,PPLA2,US,VA,077
4829307,Bay City,28.98276,-95.9694,P,PPLA2,US,TX,321
4829341,Wise,36.97593,-82.57571,P,PPLA2,US,VA,195
4829449,Abbeville,31.57184,-85.25049,P,PPLA2,US,AL,067
4830099,Andalusia,31.30808,-86.48243000000001,P,PPLA2,US,AL,039
4830198,Anniston,33.65983,-85.83163,P,PPLA2,US,AL,015
4830668,Athens,34.80243,-86.97219,P,PPLA2,US,AL,083
4830687,Ashland,33.27373,-85.83606999999999,P,PPLA2,US,AL,027
4830868,Autauga County,32.53492,-86.64276,A,ADM2,US,AL,001
4831207,Baldwin County,30.660970000000002,-87.74984,A,ADM2,US,AL,003
4831351,Barbour County,31.8696,-85.3932,A,ADM2,US,AL,005
4831820,Iowa County,41.68632,-92.06551999999999,A,ADM2,US,IA,095
4832342,Alfred,43.47647,-70.71839,P,PPLA2,US,ME,031
4832458,Rockland,44.10369,-69.10893,P,PPLA2,US,ME,013
4832684,Edina,40.16754,-92.17268,P,PPLA2,US,MO,103
4833760,Hayti,44.65719,-97.20506999999999,P,PPLA2,US,SD,057
4834162,Fairfield County,41.224959999999996,-73.3712,A,ADM2,US,CT,001
4835806,Hartford County,41.80642,-72.73284,A,ADM2,US,CT,003
4837802,Litchfield County,41.79249,-73.24531999999999,A,ADM2,US,CT,005
