gid,name,lat,lon,f_class,f_code,country,state,county,state_county
4769339,Lexington,37.78402,-79.44282,P,PPLA2,US,VA,678,VA_678
4770766,Louisa,38.02514,-78.00416,P,PPLA2,US,VA,109,VA_109
4770827,Lovingston,37.759859999999996,-78.87086,P,PPLA2,US,VA,125,VA_125
4770995,Lunenburg,36.96098,-78.26555,P,PPLA2,US,VA,111,VA_111
4771014,Luray,38.6654,-78.45945,P,PPLA2,US,VA,139,VA_139
4771075,Lynchburg,37.41375,-79.14225,P,PPLA2,US,VA,680,VA_680
4771235,Madison,38.38041,-78.2575,P,PPLA2,US,VA,113,VA_113
4771401,Manassas,38.75095,-77.47527,P,PPLA2,US,VA,683,VA_683
4771414,Manassas Park,38.784,-77.46970999999999,P,PPLA2,US,VA,685,VA_685
4771643,Marion,36.83484,-81.51484,P,PPLA2,US,VA,173,VA_173
4771808,Martinsville,36.69153,-79.87254,P,PPLA2,US,VA,690,VA_690
4771980,Mathews,37.43708,-76.31994,P,PPLA2,US,VA,115,VA_115
4773690,Monterey,38.41234,-79.5806,P,PPLA2,US,VA,091,VA_091
4773752,Montross,38.09513,-76.82746,P,PPLA2,US,VA,193,VA_193
4775705,New Castle,37.50013,-80.11088000000001,P,PPLA2,US,VA,045,VA_045
4776024,Newport News,37.08339,-76.46965,P,PPLA2,US,VA,700,VA_700
4776222,Norfolk,36.84681,-76.28522,P,PPLA2,US,VA,710,VA_710
4776585,Norton,36.93343,-82.62905,P,PPLA2,US,VA,720,VA_720
4776629,Nottoway County,37.14306,-78.05126,A,ADM2,US,VA,135,VA_135
4777454,Orange,38.24541,-78.11083,P,PPLA2,US,VA,137,VA_137
4777824,Palmyra,37.86097,-78.26334,P,PPLA2,US,VA,065,VA_065
4778312,Pearisburg,37.32673,-80.73702,P,PPLA2,US,VA,071,VA_071
4778626,Petersburg,37.22793,-77.40193000000001,P,PPLA2,US,VA,730,VA_730
4779923,Poquoson,37.122370000000004,-76.34578,P,PPLA2,US,VA,735,VA_735
4779999,Portsmouth,36.83543,-76.29827,P,PPLA2,US,VA,740,VA_740
4780220,Powhatan,37.54209,-77.91889,P,PPLA2,US,VA,145,VA_145
4780370,Prince George,37.22043,-77.28803,P,PPLA2,US,VA,149,VA_149
4780384,Prince William County,38.70167,-77.47766,A,ADM2,US,VA,153,VA_153
4780577,Pulaski,37.0479,-80.77979,P,PPLA2,US,VA,155,VA_155
4780837,Radford,37.13179,-80.57645,P,PPLA2,US,VA,750,VA_750
4781756,City of Richmond,37.55376,-77.46025999999999,A,ADM2,US,VA,760,VA_760
4782167,Roanoke,37.27097,-79.94143000000001,P,PPLA2,US,VA,770,VA_770
4782181,Roanoke County,37.209070000000004,-80.05085,A,ADM2,US,VA,161,VA_161
4782531,Rockbridge County,37.814609999999995,-79.44758,A,ADM2,US,VA,163,VA_163
4782579,Rockingham County,38.51213,-78.87576,A,ADM2,US,VA,165,VA_165
4782691,Rocky Mount,36.997640000000004,-79.89198,P,PPLA2,US,VA,067,VA_067
4783303,Rustburg,37.27681,-79.10085,P,PPLA2,US,VA,031,VA_031
4784112,Salem,37.29347,-80.05476,P,PPLA2,US,VA,775,VA_775
4784259,Saluda,37.60597,-76.59495,P,PPLA2,US,VA,119,VA_119
4786946,Spotsylvania,38.200959999999995,-77.58915,P,PPLA2,US,VA,177,VA_177
4787247,Stafford,38.42207,-77.40831999999999,P,PPLA2,US,VA,179,VA_179
4787296,Stanardsville,38.29735,-78.44001,P,PPLA2,US,VA,079,VA_079
4787440,Staunton,38.14991,-79.0732,P,PPLA2,US,VA,790,VA_790
4788051,Stuart,36.64097,-80.26561,P,PPLA2,US,VA,141,VA_141
4788158,Suffolk,36.728359999999995,-76.58496,P,PPLA2,US,VA,800,VA_800
4788431,Surry,37.13793,-76.83524,P,PPLA2,US,VA,181,VA_181
4788444,Sussex,36.91515,-77.27914,P,PPLA2,US,VA,183,VA_183
4788822,Tappahannock,37.92541,-76.85913000000001,P,PPLA2,US,VA,057,VA_057
4788966,Tazewell,37.11484,-81.51955,P,PPLA2,US,VA,185,VA_185
4791259,Virginia Beach,36.85293,-75.97799,P,PPLA2,US,VA,810,VA_810
4792225,Warm Springs,38.046240000000004,-79.79061,P,PPLA2,US,VA,017,VA_017
4792255,Warrenton,38.71345,-77.79527,P,PPLA2,US,VA,061,VA_061
4792273,Warsaw,37.95874,-76.75801,P,PPLA2,US,VA,159,VA_159
4792307,Washington,38.71345,-78.15944,P,PPLA2,US,VA,157,VA_157
4792522,Waynesboro,38.06847,-78.88946999999999,P,PPLA2,US,VA,820,VA_820
4793846,Williamsburg,37.2707,-76.70746,P,PPLA2,US,VA,830,VA_830
4794120,Winchester,39.18566,-78.16333,P,PPLA2,US,VA,840,VA_840
4794641,Woodstock,38.88178,-78.50584,P,PPLA2,US,VA,171,VA_171
4794837,Wytheville,36.94845,-81.08481,P,PPLA2,US,VA,197,VA_197
4798308,Beckley,37.77817,-81.18816,P,PPLA2,US,WV,081,WV_081
4798697,Berkeley Springs,39.6248,-78.22471999999999,P,PPLA2,US,WV,065,WV_065
4800587,Buckhannon,38.993990000000004,-80.23203000000001,P,PPLA2,US,WV,097,WV_097
4801850,Charles Town,39.288990000000005,-77.85972,P,PPLA2,US,WV,037,WV_037
4802316,Clarksburg,39.28065,-80.34453,P,PPLA2,US,WV,033,WV_033
4802333,Clay,38.46038,-81.08511,P,PPLA2,US,WV,015,WV_015
4804951,Elizabeth,39.06341,-81.39511999999999,P,PPLA2,US,WV,105,WV_105
4805033,Elkins,38.925940000000004,-79.84673000000001,P,PPLA2,US,WV,083,WV_083
4805404,Fairmont,39.485079999999996,-80.14258000000001,P,PPLA2,US,WV,049,WV_049
4805686,Fayetteville,38.052890000000005,-81.10399,P,PPLA2,US,WV,019,WV_019
4806504,Franklin,38.64289,-79.33115,P,PPLA2,US,WV,071,WV_071
4807116,Glenville,38.934259999999995,-80.8376,P,PPLA2,US,WV,021,WV_021
4807310,Grafton,39.340920000000004,-80.01897,P,PPLA2,US,WV,091,WV_091
4807389,Grantsville,38.92342,-81.09595,P,PPLA2,US,WV,013,WV_013
4807976,Hamlin,38.2787,-82.10292,P,PPLA2,US,WV,043,WV_043
4808281,Harrisville,39.20952,-81.05178000000001,P,PPLA2,US,WV,085,WV_085
4808945,Hinton,37.674009999999996,-80.88925,P,PPLA2,US,WV,089,WV_089
4809537,Huntington,38.41925,-82.44515,P,PPLA2,US,WV,011,WV_011
4810630,Kanawha County,38.33657,-81.52812,A,ADM2,US,WV,039,WV_039
4810884,Keyser,39.44093,-78.97391999999999,P,PPLA2,US,WV,057,WV_057
4811007,Kingwood,39.471759999999996,-79.68339,P,PPLA2,US,WV,077,WV_077
4812015,Lewisburg,37.801790000000004,-80.44563000000001,P,PPLA2,US,WV,025,WV_025
4812867,Logan,37.84871,-81.99346,P,PPLA2,US,WV,045,WV_045
4813565,Madison,38.06705,-81.81929000000001,P,PPLA2,US,WV,005,WV_005
4813774,Marlinton,38.22345,-80.09451,P,PPLA2,US,WV,075,WV_075
4813878,Martinsburg,39.45621,-77.96389,P,PPLA2,US,WV,003,WV_003
4814674,Middlebourne,39.4923,-80.90371999999999,P,PPLA2,US,WV,095,WV_095
4815286,Moorefield,39.062329999999996,-78.96947,P,PPLA2,US,WV,031,WV_031
4815352,Morgantown,39.629529999999995,-79.9559,P,PPLA2,US,WV,061,WV_061
4815462,Moundsville,39.92035,-80.74314,P,PPLA2,US,WV,051,WV_051
4816520,New Martinsville,39.64452,-80.8576,P,PPLA2,US,WV,103,WV_103
4817641,Parkersburg,39.266740000000006,-81.56151,P,PPLA2,US,WV,107,WV_107
4817695,Parsons,39.09649,-79.6809,P,PPLA2,US,WV,093,WV_093
4818030,Petersburg,38.99261,-79.12392,P,PPLA2,US,WV,023,WV_023
4818074,Philippi,39.15232,-80.04035999999999,P,PPLA2,US,WV,001,WV_001
4818347,Pineville,37.58317,-81.53705,P,PPLA2,US,WV,109,WV_109
4818750,Point Pleasant,38.84453,-82.13709,P,PPLA2,US,WV,053,WV_053
4819079,Princeton,37.36623,-81.10259,P,PPLA2,US,WV,055,WV_055
4820037,Ripley,38.8187,-81.71069,P,PPLA2,US,WV,035,WV_035
4820597,Romney,39.342040000000004,-78.75668,P,PPLA2,US,WV,027,WV_027
4821087,Saint Marys,39.391740000000006,-81.20510999999999,P,PPLA2,US,WV,073,WV_073
4822933,Spencer,38.80203,-81.35095,P,PPLA2,US,WV,087,WV_087
4824027,Summersville,38.281220000000005,-80.8526,P,PPLA2,US,WV,067,WV_067
4824118,Sutton,38.66454,-80.70982,P,PPLA2,US,WV,007,WV_007
4825447,Union,37.59151,-80.54368000000001,P,PPLA2,US,WV,063,WV_063
4826592,Wayne,38.221470000000004,-82.44237,P,PPLA2,US,WV,099,WV_099
4826648,Webster Springs,38.47927,-80.41342,P,PPLA2,US,WV,101,WV_101
4826660,Welch,37.43289,-81.58455,P,PPLA2,US,WV,047,WV_047
4826808,West Union,39.29647,-80.77705,P,PPLA2,US,WV,017,WV_017
4826882,Weston,39.03843,-80.46731,P,PPLA2,US,WV,041,WV_041
4827333,Williamson,37.67427,-82.27736,P,PPLA2,US,WV,059,WV_059
4827506,Winfield,38.53314,-81.89347,P,PPLA2,US,WV,079,WV_079
4828081,Elba,31.414609999999996,-86.06772,P,PPLA2,US,AL,031,AL_031
4828382,Franklin,39.48061,-86.05499,P,PPLA2,US,IN,081,IN_081
4828384,Newton,38.99088,-88.16254,P,PPLA2,US,IL,079,IL_079
4828677,Linn,38.48587,-91.85045,P,PPLA2,US,MO,151,MO_151
4828890,Chillicothe,39.33312,-82.9824,P,PPLA2,US,OH,141,OH_141
4828923,Coalgate,34.53815,-96.21861,P,PPLA2,US,OK,029,OK_029
4829274,New Kent,37.51765,-76.97886,P,PPLA2,US,VA,127,VA_127
4829280,Independence,36.62245,-81.15309,P,PPLA2,US,VA,077,VA_077
4829307,Bay City,28.98276,-95.9694,P,PPLA2,US,TX,321,TX_321
4829341,Wise,36.97593,-82.57571,P,PPLA2,US,VA,195,VA_195
4829449,Abbeville,31.57184,-85.25049,P,PPLA2,US,AL,067,AL_067
4830099,Andalusia,31.30808,-86.48243000000001,P,PPLA2,US,AL,039,AL_039
4830198,Anniston,33.65983,-85.83163,P,PPLA2,US,AL,015,AL_015
4830668,Athens,34.80243,-86.97219,P,PPLA2,US,AL,083,AL_083
4830687,Ashland,33.27373,-85.83606999999999,P,PPLA2,US,AL,027,AL_027
4832342,Alfred,43.47647,-70.71839,P,PPLA2,US,ME,031,ME_031
4832458,Rockland,44.10369,-69.10893,P,PPLA2,US,ME,013,ME_013
4832684,Edina,40.16754,-92.17268,P,PPLA2,US,MO,103,MO_103
4833760,Hayti,44.65719,-97.20506999999999,P,PPLA2,US,SD,057,SD_057
4834162,Fairfield County,41.224959999999996,-73.3712,A,ADM2,US,CT,001,CT_001
4835806,Hartford County,41.80642,-72.73284,A,ADM2,US,CT,003,CT_003
4837802,Litchfield County,41.79249,-73.24531999999999,A,ADM2,US,CT,005,CT_005
4838627,Middlesex County,41.43538,-72.52311999999999,A,ADM2,US,CT,007,CT_007
4839373,New Haven County,41.34882,-72.89986,A,ADM2,US,CT,009,CT_009
4839420,New London County,41.46678,-72.1065,A,ADM2,US,CT,011,CT_011
4844275,Tolland County,41.85501,-72.33649,A,ADM2,US,CT,013,CT_013
4845904,Windham County,41.83003,-71.98749000000001,A,ADM2,US,CT,015,CT_015
4846398,Adel,41.61443,-94.01745,P,PPLA2,US,IA,049,IA_049
4846529,Albia,41.02667,-92.80575,P,PPLA2,US,IA,135,IA_135
4846602,Algona,43.06997,-94.23302,P,PPLA2,US,IA,109,IA_109
4846691,Allison,42.75275,-92.79519,P,PPLA2,US,IA,023,IA_023
4846880,Anamosa,42.108340000000005,-91.28516,P,PPLA2,US,IA,105,IA_105
4847385,Atlantic,41.4036,-95.01388,P,PPLA2,US,IA,029,IA_029
4847421,Audubon,41.71804,-94.93249,P,PPLA2,US,IA,009,IA_009
4848022,Bedford,40.66693,-94.72136,P,PPLA2,US,IA,173,IA_173
4848854,Bloomfield,40.75169,-92.41490999999999,P,PPLA2,US,IA,051,IA_051
4849051,Boone,42.0597,-93.88023000000001,P,PPLA2,US,IA,015,IA_015
4849826,Burlington,40.80754,-91.11291999999999,P,PPLA2,US,IA,057,IA_057
4850478,Carroll,42.06582,-94.86693000000001,P,PPLA2,US,IA,027,IA_027
4850751,Cedar Rapids,42.00833,-91.64407,P,PPLA2,US,IA,113,IA_113
4850961,Centerville,40.73418,-92.87409,P,PPLA2,US,IA,007,IA_007
4851140,Chariton,41.01389,-93.3066,P,PPLA2,US,IA,117,IA_117
4851163,Charles City,43.066359999999996,-92.67241,P,PPLA2,US,IA,067,IA_067
4851247,Cherokee,42.74943,-95.55167,P,PPLA2,US,IA,035,IA_035
4851762,Clarinda,40.73981,-95.038,P,PPLA2,US,IA,145,IA_145
4851785,Clarion,42.731640000000006,-93.73299,P,PPLA2,US,IA,197,IA_197
4852022,Clinton,41.84447,-90.18874,P,PPLA2,US,IA,045,IA_045
4852711,Corning,40.98999,-94.74081,P,PPLA2,US,IA,003,IA_003
4852755,Corydon,40.75695,-93.31882,P,PPLA2,US,IA,185,IA_185
4852832,Council Bluffs,41.26194,-95.86083,P,PPLA2,US,IA,155,IA_155
4853059,Cresco,43.38136,-92.11405,P,PPLA2,US,IA,089,IA_089
4853078,Creston,41.0586,-94.36135,P,PPLA2,US,IA,175,IA_175
4853296,Dakota City,42.722190000000005,-94.19718,P,PPLA2,US,IA,091,IA_091
4853423,Davenport,41.52364,-90.57764,P,PPLA2,US,IA,163,IA_163
4853608,Decorah,43.303309999999996,-91.78571,P,PPLA2,US,IA,191,IA_191
4853757,Denison,42.01777,-95.35528000000001,P,PPLA2,US,IA,047,IA_047
4854529,Dubuque,42.50056,-90.66457,P,PPLA2,US,IA,061,IA_061
4855218,Eldora,42.360820000000004,-93.09965,P,PPLA2,US,IA,083,IA_083
4855341,Elkader,42.85387,-91.40541999999999,P,PPLA2,US,IA,043,IA_043
4855595,Emmetsburg,43.11274,-94.68304,P,PPLA2,US,IA,147,IA_147
4855709,Estherville,43.40163,-94.83276,P,PPLA2,US,IA,063,IA_063
4855967,Fairfield,41.00863,-91.96266999999999,P,PPLA2,US,IA,101,IA_101
4857406,Forest City,43.26246,-93.63716,P,PPLA2,US,IA,189,IA_189
4857486,Fort Dodge,42.49747,-94.16802,P,PPLA2,US,IA,187,IA_187
4858117,Garner,43.10246,-93.60188000000001,P,PPLA2,US,IA,081,IA_081
4858479,Glenwood,41.04694,-95.74251,P,PPLA2,US,IA,129,IA_129
4859234,Greenfield,41.30527,-94.46135,P,PPLA2,US,IA,001,IA_001
4859430,Grundy Center,42.36165,-92.76853,P,PPLA2,US,IA,075,IA_075
4859491,Guthrie Center,41.677209999999995,-94.5033,P,PPLA2,US,IA,077,IA_077
4859658,Hampton,42.74192,-93.20241999999999,P,PPLA2,US,IA,069,IA_069
4859802,Harlan,41.653040000000004,-95.32555,P,PPLA2,US,IA,165,IA_165
4861464,Ida Grove,42.34499,-95.47166999999999,P,PPLA2,US,IA,093,IA_093
4861620,Independence,42.4686,-91.88934,P,PPLA2,US,IA,019,IA_019
4861719,Indianola,41.35805,-93.55744,P,PPLA2,US,IA,181,IA_181
4862034,Iowa City,41.66113,-91.53017,P,PPLA2,US,IA,103,IA_103
4862482,Jefferson,42.01526,-94.37747,P,PPLA2,US,IA,073,IA_073
4863380,Keosauqua,40.730309999999996,-91.96239,P,PPLA2,US,IA,177,IA_177
4863705,Knoxville,41.32083,-93.10937,P,PPLA2,US,IA,125,IA_125
4864337,Le Mars,42.79416,-96.16558,P,PPLA2,US,IA,149,IA_149
4864395,Lee County,40.64198,-91.47926,A,ADM2,US,IA,111,IA_111
4864492,Leon,40.73972,-93.74772,P,PPLA2,US,IA,053,IA_053
4865287,Logan,41.64305,-95.7889,P,PPLA2,US,IA,085,IA_085
4865996,Manchester,42.48415,-91.45543,P,PPLA2,US,IA,055,IA_055
4866164,Maquoketa,42.068909999999995,-90.66569,P,PPLA2,US,IA,097,IA_097
4866236,Marengo,41.79806,-92.07074,P,PPLA2,US,IA,095,IA_095
4866371,Marshalltown,42.04943,-92.90798000000001,P,PPLA2,US,IA,127,IA_127
4866445,Mason City,43.15357,-93.20104,P,PPLA2,US,IA,033,IA_033
4867775,Montezuma,41.58583,-92.52741,P,PPLA2,US,IA,157,IA_157
4868092,Mount Ayr,40.71471,-94.23523,P,PPLA2,US,IA,159,IA_159
4868205,Mount Pleasant,40.963640000000005,-91.55794,P,PPLA2,US,IA,087,IA_087
4868404,Muscatine,41.42447,-91.04321,P,PPLA2,US,IA,139,IA_139
4868620,Nevada,42.02277,-93.45243,P,PPLA2,US,IA,169,IA_169
4868686,New Hampton,43.05914,-92.31768000000001,P,PPLA2,US,IA,037,IA_037
4868907,Newton,41.699709999999996,-93.04798000000001,P,PPLA2,US,IA,099,IA_099
4869369,Northwood,43.44412,-93.22104,P,PPLA2,US,IA,195,IA_195
4870003,Onawa,42.02665,-96.09724,P,PPLA2,US,IA,133,IA_133
4870083,Orange City,43.00721,-96.05835,P,PPLA2,US,IA,167,IA_167
4870184,Osage,43.28414,-92.81103,P,PPLA2,US,IA,131,IA_131
4870211,Osceola,41.03389,-93.7655,P,PPLA2,US,IA,039,IA_039
4870239,Oskaloosa,41.29639,-92.64435999999999,P,PPLA2,US,IA,123,IA_123
4870380,Ottumwa,41.02001,-92.4113,P,PPLA2,US,IA,179,IA_179
4871727,Pocahontas,42.73553,-94.66915,P,PPLA2,US,IA,151,IA_151
4871782,Polk County,41.6855,-93.57353,A,ADM2,US,IA,153,IA_153
4872189,Primghar,43.08692,-95.62723000000001,P,PPLA2,US,IA,141,IA_141
4872593,Red Oak,41.00972,-95.22555,P,PPLA2,US,IA,137,IA_137
4873354,Rock Rapids,43.42719,-96.17586,P,PPLA2,US,IA,119,IA_119
4873426,Rockwell City,42.39526,-94.63387,P,PPLA2,US,IA,025,IA_025
4873884,Sac City,42.4222,-94.98971,P,PPLA2,US,IA,161,IA_161
4876353,Sidney,40.748329999999996,-95.6475,P,PPLA2,US,IA,071,IA_071
4876378,Sibley,43.39914,-95.75196,P,PPLA2,US,IA,143,IA_143
4876384,Sigourney,41.33334,-92.20463000000001,P,PPLA2,US,IA,107,IA_107
4876523,Sioux City,42.499990000000004,-96.40031,P,PPLA2,US,IA,193,IA_193
4877138,Spencer,43.14136,-95.14444,P,PPLA2,US,IA,041,IA_041
4877184,Spirit Lake,43.42218,-95.10221999999999,P,PPLA2,US,IA,059,IA_059
4877655,Storm Lake,42.641090000000005,-95.20971999999999,P,PPLA2,US,IA,021,IA_021
4878643,Tipton,41.769740000000006,-91.12793,P,PPLA2,US,IA,031,IA_031
4878703,Toledo,41.99555,-92.57686,P,PPLA2,US,IA,171,IA_171
4880268,Vinton,42.16861,-92.02351,P,PPLA2,US,IA,011,IA_011
4880620,Wapello,41.18142,-91.18543000000001,P,PPLA2,US,IA,115,IA_115
4880731,Washington,41.29918,-91.69294000000001,P,PPLA2,US,IA,183,IA_183
4880889,Waterloo,42.49276,-92.34295999999999,P,PPLA2,US,IA,013,IA_013
4880997,Waukon,43.269420000000004,-91.4757,P,PPLA2,US,IA,005,IA_005
4881024,Waverly,42.725809999999996,-92.47546,P,PPLA2,US,IA,017,IA_017
4881096,Webster City,42.46942,-93.81605,P,PPLA2,US,IA,079,IA_079
4881551,West Union,42.962759999999996,-91.80821999999999,P,PPLA2,US,IA,065,IA_065
4882259,Winterset,41.33082,-94.01384,P,PPLA2,US,IA,121,IA_121
4883053,Aledo,41.19976,-90.74931,P,PPLA2,US,IL,131,IL_131
4884453,Belvidere,42.263909999999996,-88.84427,P,PPLA2,US,IL,007,IL_007
4885164,Bloomington,40.4842,-88.99369,P,PPLA2,US,IL,113,IL_113
4886374,Cambridge,41.30365,-90.1929,P,PPLA2,US,IL,073,IL_073
4886716,Carthage,40.41643,-91.13625,P,PPLA2,US,IL,067,IL_067
4887398,Chicago,41.85003,-87.65005,P,PPLA2,US,IL,031,IL_031
4888217,Clinton,40.15365,-88.96453000000001,P,PPLA2,US,IL,039,IL_039
4889426,Danville,40.12448,-87.63002,P,PPLA2,US,IL,183,IL_183
4889959,Dixon,41.83892,-89.47955,P,PPLA2,US,IL,103,IL_103
4891310,Eureka,40.72143,-89.27286,P,PPLA2,US,IL,203,IL_203
4893171,Freeport,42.296690000000005,-89.62123000000001,P,PPLA2,US,IL,177,IL_177
4893384,Galena,42.41667,-90.42902,P,PPLA2,US,IL,085,IL_085
4893392,Galesburg,40.94782,-90.37124,P,PPLA2,US,IL,095,IL_095
4893591,Geneva,41.88753,-88.30535,P,PPLA2,US,IL,089,IL_089
4895336,Havana,40.30004,-90.06095,P,PPLA2,US,IL,125,IL_125
4895580,Hennepin,41.2542,-89.34231,P,PPLA2,US,IL,155,IL_155
4898015,Joliet,41.52519,-88.0834,P,PPLA2,US,IL,197,IL_197
4898182,Kankakee,41.12003,-87.86115,P,PPLA2,US,IL,091,IL_091
4898920,Lacon,41.02476,-89.4112,P,PPLA2,US,IL,123,IL_123
4899665,Lewistown,40.3931,-90.15484000000001,P,PPLA2,US,IL,057,IL_057
4899822,Lincoln,40.148379999999996,-89.36482,P,PPLA2,US,IL,107,IL_107
4900817,Macomb,40.45921,-90.6718,P,PPLA2,US,IL,109,IL_109
4902512,Monmouth,40.911429999999996,-90.64735999999999,P,PPLA2,US,IL,187,IL_187
4902567,Monticello,40.027809999999995,-88.5734,P,PPLA2,US,IL,147,IL_147
4902706,Morris,41.35725,-88.42118,P,PPLA2,US,IL,063,IL_063
4902724,Morrison,41.80975,-89.96512,P,PPLA2,US,IL,195,IL_195
4902883,Mount Carroll,42.09502,-89.97818000000001,P,PPLA2,US,IL,015,IL_015
4904872,Oquawka,40.931979999999996,-90.94709,P,PPLA2,US,IL,071,IL_071
4904898,Oregon,42.01475,-89.33233,P,PPLA2,US,IL,141,IL_141
4905006,Ottawa,41.34559,-88.84258,P,PPLA2,US,IL,099,IL_099
4905509,Paxton,40.46031,-88.09532,P,PPLA2,US,IL,053,IL_053
4905599,Pekin,40.56754,-89.64066,P,PPLA2,US,IL,179,IL_179
4905687,Peoria,40.69365,-89.58899,P,PPLA2,US,IL,143,IL_143
4905791,Petersburg,40.011720000000004,-89.84817,P,PPLA2,US,IL,129,IL_129
4906438,Pontiac,40.88087,-88.62978000000001,P,PPLA2,US,IL,105,IL_105
4906818,Princeton,41.36809,-89.46481,P,PPLA2,US,IL,011,IL_011
4907907,Rock Island,41.509479999999996,-90.57875,P,PPLA2,US,IL,161,IL_161
4907959,Rockford,42.27113,-89.094,P,PPLA2,US,IL,201,IL_201
4908321,Rushville,40.121159999999996,-90.56318,P,PPLA2,US,IL,169,IL_169
4913110,Sycamore,41.98892,-88.68675,P,PPLA2,US,IL,037,IL_037
4913799,Toulon,41.09365,-89.86483,P,PPLA2,US,IL,175,IL_175
4914570,Urbana,40.11059,-88.20727,P,PPLA2,US,IL,019,IL_019
4915703,Watseka,40.77615,-87.73642,P,PPLA2,US,IL,075,IL_075
4915734,Waukegan,42.36363,-87.84479,P,PPLA2,US,IL,097,IL_097
4916288,Wheaton,41.86614,-88.10701,P,PPLA2,US,IL,043,IL_043
4917123,Woodstock,42.31474,-88.4487,P,PPLA2,US,IL,111,IL_111
4917298,Yorkville,41.64114,-88.44729,P,PPLA2,US,IL,093,IL_093
4917523,Albion,41.3956,-85.42442,P,PPLA2,US,IN,113,IN_113
4917592,Anderson,40.10532,-85.68025,P,PPLA2,US,IN,095,IN_095
4917614,Angola,41.63477,-84.99941,P,PPLA2,US,IN,151,IN_151
4917712,Auburn,41.36699,-85.05886,P,PPLA2,US,IN,033,IN_033
4918234,Bluffton,40.738659999999996,-85.17164,P,PPLA2,US,IN,179,IN_179
4919203,Columbia City,41.157270000000004,-85.48831,P,PPLA2,US,IN,183,IN_183
4919349,Covington,40.1417,-87.39474,P,PPLA2,US,IN,045,IN_045
4919381,Crawfordsville,40.04115,-86.87445,P,PPLA2,US,IN,107,IN_107
4919451,Crown Point,41.41698,-87.36531,P,PPLA2,US,IN,089,IN_089
4919564,Decatur,40.8306,-84.92913,P,PPLA2,US,IN,001,IN_001
4919624,Delphi,40.587540000000004,-86.67501,P,PPLA2,US,IN,015,IN_015
4920423,Fort Wayne,41.1306,-85.12886,P,PPLA2,US,IN,003,IN_003
4920452,Fowler,40.6167,-87.32085,P,PPLA2,US,IN,007,IN_007
4920473,Frankfort,40.27948,-86.51084,P,PPLA2,US,IN,023,IN_023
4920808,Goshen,41.58227,-85.83444,P,PPLA2,US,IN,039,IN_039
4921229,Hartford City,40.45115,-85.36997,P,PPLA2,US,IN,009,IN_009
4921725,Huntington,40.8831,-85.49748000000001,P,PPLA2,US,IN,069,IN_069
4922267,Kentland,40.77032,-87.4453,P,PPLA2,US,IN,111,IN_111
4922388,Kokomo,40.48643,-86.1336,P,PPLA2,US,IN,067,IN_067
4922418,Knox,41.29588,-86.62501,P,PPLA2,US,IN,149,IN_149
4922460,LaPorte County,41.54902,-86.74237,A,ADM2,US,IN,091,IN_091
4922462,Lafayette,40.4167,-86.87529,P,PPLA2,US,IN,157,IN_157
4922472,Lagrange,41.64172,-85.41665,P,PPLA2,US,IN,087,IN_087
4922673,Lebanon,40.04837,-86.46916999999999,P,PPLA2,US,IN,011,IN_011
4922968,Logansport,40.75448,-86.35667,P,PPLA2,US,IN,017,IN_017
4923210,Marion,40.558370000000004,-85.65914000000001,P,PPLA2,US,IN,053,IN_053
4923745,Monticello,40.74532,-86.76473,P,PPLA2,US,IN,181,IN_181
4924006,Muncie,40.19338,-85.38636,P,PPLA2,US,IN,035,IN_035
4924198,Noblesville,40.045590000000004,-86.0086,P,PPLA2,US,IN,057,IN_057
4924733,Peru,40.75365,-86.06888000000001,P,PPLA2,US,IN,103,IN_103
4924970,Plymouth,41.34366,-86.30973,P,PPLA2,US,IN,099,IN_099
4925037,Portland,40.434490000000004,-84.97775,P,PPLA2,US,IN,075,IN_075
4925311,Rensselaer,40.9367,-87.15086,P,PPLA2,US,IN,073,IN_073
4925519,Rochester,41.06476,-86.21583000000001,P,PPLA2,US,IN,049,IN_049
4926563,South Bend,41.68338,-86.25001,P,PPLA2,US,IN,141,IN_141
4927242,Tipton,40.28226,-86.0411,P,PPLA2,US,IN,159,IN_159
4927537,Valparaiso,41.47309,-87.06114000000001,P,PPLA2,US,IN,127,IN_127
4927746,Wabash,40.79782,-85.82054000000001,P,PPLA2,US,IN,169,IN_169
4927854,Warsaw,41.2381,-85.85305,P,PPLA2,US,IN,085,IN_085
4928274,Williamsport,40.28837,-87.2939,P,PPLA2,US,IN,171,IN_171
4928313,Winamac,41.051429999999996,-86.60306,P,PPLA2,US,IN,131,IN_131
4928318,Winchester,40.17199,-84.98135,P,PPLA2,US,IN,135,IN_135
4929771,Barnstable,41.700109999999995,-70.29947,P,PPLA2,US,MA,001,MA_001
4930396,Berkshire County,42.370670000000004,-73.2064,A,ADM2,US,MA,003,MA_003
4934664,Dedham,42.24177,-71.16615999999999,P,PPLA2,US,MA,021,MA_021
4935645,Edgartown,41.38901,-70.51335999999999,P,PPLA2,US,MA,007,MA_007
4935951,Essex County,42.638870000000004,-70.86792,A,ADM2,US,MA,009,MA_009
4937280,Franklin County,42.58312,-72.59187,A,ADM2,US,MA,011,MA_011
4938741,Hampden County,42.13511,-72.63162,A,ADM2,US,MA,013,MA_013
4938757,Hampshire County,42.340140000000005,-72.66377,A,ADM2,US,MA,015,MA_015
4943909,Middlesex County,42.48555,-71.39184,A,ADM2,US,MA,017,MA_017
